race,height,weight,speed,strength,dexterity,constitution,intelligence,wisdom,charisma,density
dragonborn,80,287,30,14,16,8,14,16,11,3.5875
dragonborn,75,229,30,19,14,16,12,13,10,3.0533333333333332
dragonborn,71,230,30,11,12,10,17,13,9,3.23943661971831
dragonborn,74,223,30,12,16,16,18,9,10,3.0135135135135136
dragonborn,78,259,30,16,16,8,11,6,18,3.3205128205128207
dragonborn,73,189,30,14,12,13,13,11,13,2.589041095890411
dragonborn,76,245,30,12,10,17,13,13,13,3.223684210526316
dragonborn,77,219,30,15,18,16,13,12,15,2.844155844155844
dragonborn,77,252,30,18,13,14,15,14,15,3.272727272727273
dragonborn,73,196,30,14,20,12,11,5,8,2.684931506849315
dragonborn,80,287,30,17,18,12,16,11,17,3.5875
dragonborn,78,283,30,14,10,13,14,12,18,3.628205128205128
dragonborn,79,253,30,12,11,11,15,13,14,3.2025316455696204
dragonborn,79,279,30,12,11,11,8,17,16,3.5316455696202533
dragonborn,75,247,30,12,13,13,11,14,17,3.2933333333333334
dragonborn,79,305,30,18,13,13,12,13,13,3.8607594936708862
dragonborn,74,239,30,16,16,9,17,12,17,3.22972972972973
dragonborn,72,217,30,14,19,14,14,15,17,3.013888888888889
dragonborn,77,219,30,9,17,11,9,16,18,2.844155844155844
dragonborn,69,193,30,10,16,6,14,5,17,2.7971014492753623
dragonborn,70,203,30,14,15,16,15,12,10,2.9
dragonborn,75,229,30,8,17,15,14,15,14,3.0533333333333332
dragonborn,76,205,30,15,18,9,12,17,9,2.6973684210526314
dragonborn,78,259,30,14,10,8,12,8,10,3.3205128205128207
dragonborn,79,305,30,9,14,12,12,11,13,3.8607594936708862
dragonborn,72,217,30,9,11,11,14,14,12,3.013888888888889
dragonborn,78,235,30,15,12,12,16,15,14,3.0128205128205128
dragonborn,76,255,30,13,17,9,12,9,12,3.3552631578947367
dragonborn,78,223,30,10,13,14,12,11,14,2.858974358974359
dragonborn,75,247,30,9,14,11,13,11,12,3.2933333333333334
dragonborn,76,225,30,11,14,10,9,8,10,2.960526315789474
dragonborn,80,287,30,17,19,10,16,10,12,3.5875
dragonborn,72,229,30,14,17,14,10,12,11,3.1805555555555554
dragonborn,81,340,30,15,14,7,11,13,18,4.197530864197531
dragonborn,77,230,30,14,13,10,13,10,16,2.987012987012987
dragonborn,71,210,30,17,11,17,15,12,14,2.9577464788732395
dragonborn,75,238,30,9,9,11,9,11,14,3.1733333333333333
dragonborn,74,247,30,17,16,12,13,15,10,3.3378378378378377
dragonborn,75,220,30,12,15,11,10,14,14,2.933333333333333
dragonborn,74,207,30,6,15,7,14,11,6,2.7972972972972974
dragonborn,72,223,30,9,9,15,14,7,15,3.0972222222222223
dragonborn,80,273,30,13,18,12,6,11,9,3.4125
dragonborn,77,230,30,15,16,8,7,16,14,2.987012987012987
dragonborn,72,229,30,13,16,9,6,16,12,3.1805555555555554
dragonborn,77,285,30,18,19,12,16,10,10,3.7012987012987013
dragonborn,82,287,30,11,16,11,14,13,9,3.5
dragonborn,79,253,30,12,19,13,10,13,18,3.2025316455696204
dragonborn,68,193,30,14,17,14,15,11,11,2.838235294117647
dragonborn,69,187,30,16,15,12,17,14,12,2.710144927536232
dragonborn,81,325,30,12,15,13,12,13,17,4.012345679012346
dragonborn,74,223,30,18,13,12,12,11,16,3.0135135135135136
dragonborn,78,247,30,12,7,14,12,17,15,3.1666666666666665
dragonborn,73,196,30,12,19,15,12,12,13,2.684931506849315
dragonborn,80,273,30,9,11,15,16,8,12,3.4125
dragonborn,74,247,30,19,16,10,10,14,14,3.3378378378378377
dragonborn,81,340,30,8,17,17,12,12,11,4.197530864197531
dragonborn,73,238,30,15,10,13,13,14,13,3.26027397260274
dragonborn,80,287,30,12,12,15,10,10,16,3.5875
dragonborn,77,219,30,15,16,12,14,12,14,2.844155844155844
dragonborn,74,239,30,14,12,12,15,17,13,3.22972972972973
dragonborn,75,238,30,16,13,11,14,12,9,3.1733333333333333
dragonborn,74,271,30,14,17,13,11,15,15,3.6621621621621623
dragonborn,81,280,30,15,14,11,16,13,11,3.45679012345679
dragonborn,75,247,30,13,15,14,9,15,14,3.2933333333333334
dragonborn,80,287,30,20,16,16,7,13,14,3.5875
dragonborn,71,195,30,9,13,16,10,14,16,2.7464788732394365
dragonborn,74,207,30,16,14,16,12,12,10,2.7972972972972974
dragonborn,79,331,30,10,13,14,7,11,12,4.189873417721519
dragonborn,74,231,30,11,15,9,12,11,13,3.1216216216216215
dragonborn,76,225,30,13,16,13,16,18,11,2.960526315789474
dragonborn,71,210,30,15,15,9,17,13,14,2.9577464788732395
dragonborn,81,310,30,12,19,6,12,11,13,3.8271604938271606
dragonborn,80,287,30,15,18,8,12,11,16,3.5875
dragonborn,77,274,30,14,20,13,13,15,13,3.5584415584415585
dragonborn,78,247,30,15,17,15,13,18,11,3.1666666666666665
dragonborn,76,265,30,17,18,14,15,12,11,3.486842105263158
dragonborn,70,183,30,15,16,15,11,9,16,2.6142857142857143
dragonborn,69,196,30,15,14,13,12,15,17,2.8405797101449277
dragonborn,77,285,30,11,14,11,9,10,15,3.7012987012987013
dragonborn,72,193,30,17,12,9,8,10,13,2.6805555555555554
dragonborn,73,189,30,17,14,10,12,12,10,2.589041095890411
dragonborn,80,231,30,13,16,9,9,15,14,2.8875
dragonborn,72,223,30,12,13,16,15,13,14,3.0972222222222223
dragonborn,74,239,30,14,18,8,11,17,19,3.22972972972973
dragonborn,72,217,30,18,9,13,11,16,15,3.013888888888889
dragonborn,73,217,30,11,17,11,16,12,14,2.9726027397260273
dragonborn,75,220,30,16,15,14,9,15,10,2.933333333333333
dragonborn,72,235,30,18,12,16,11,17,13,3.263888888888889
dragonborn,73,217,30,18,13,12,15,13,16,2.9726027397260273
dragonborn,75,193,30,16,15,12,12,11,17,2.5733333333333333
dragonborn,77,296,30,13,15,12,11,7,17,3.844155844155844
dragonborn,79,214,30,14,14,15,11,11,12,2.7088607594936707
dragonborn,74,263,30,18,13,9,13,16,6,3.554054054054054
dragonborn,78,283,30,10,14,13,16,17,14,3.628205128205128
dragonborn,76,275,30,16,17,14,15,13,14,3.6184210526315788
dragonborn,74,215,30,10,18,13,7,8,14,2.9054054054054053
dragonborn,81,310,30,20,12,10,13,15,17,3.8271604938271606
dragonborn,76,255,30,14,13,16,13,13,12,3.3552631578947367
dragonborn,73,210,30,15,13,17,12,11,13,2.8767123287671232
dragonborn,75,211,30,16,17,12,13,9,14,2.8133333333333335
dragonborn,78,271,30,13,15,14,9,14,14,3.4743589743589745
dragonborn,74,215,30,15,17,11,10,12,17,2.9054054054054053
dragonborn,79,305,30,16,12,6,14,10,11,3.8607594936708862
dragonborn,74,231,30,15,15,16,13,16,15,3.1216216216216215
dragonborn,76,275,30,14,18,13,16,6,17,3.6184210526315788
dragonborn,76,245,30,13,12,11,14,9,12,3.223684210526316
dragonborn,77,241,30,18,19,14,5,11,15,3.1298701298701297
dragonborn,75,238,30,12,14,13,15,14,12,3.1733333333333333
dragonborn,81,220,30,16,17,11,12,9,6,2.7160493827160495
dragonborn,77,274,30,14,15,16,15,13,8,3.5584415584415585
dragonborn,73,231,30,16,14,13,14,10,14,3.164383561643836
dragonborn,68,185,30,18,16,8,11,14,12,2.7205882352941178
dragonborn,72,229,30,11,16,17,13,4,17,3.1805555555555554
dragonborn,79,305,30,12,15,15,11,15,14,3.8607594936708862
dragonborn,75,256,30,10,14,10,17,16,9,3.4133333333333336
dragonborn,74,207,30,8,10,12,7,10,16,2.7972972972972974
dragonborn,73,217,30,18,14,18,12,8,14,2.9726027397260273
dragonborn,72,241,30,17,11,14,13,9,12,3.3472222222222223
dragonborn,74,231,30,14,8,17,12,11,14,3.1216216216216215
dragonborn,75,247,30,14,8,15,11,13,17,3.2933333333333334
dragonborn,79,240,30,14,9,13,10,17,15,3.037974683544304
dragonborn,79,279,30,16,9,16,16,16,15,3.5316455696202533
dragonborn,75,247,30,16,12,11,11,12,11,3.2933333333333334
dragonborn,76,275,30,13,15,18,13,12,9,3.6184210526315788
dragonborn,76,245,30,10,11,12,18,14,11,3.223684210526316
dragonborn,77,285,30,15,16,10,13,13,13,3.7012987012987013
dragonborn,76,265,30,15,17,12,15,13,12,3.486842105263158
dragonborn,77,230,30,15,16,15,10,14,12,2.987012987012987
dragonborn,78,295,30,12,12,15,13,13,12,3.782051282051282
dragonborn,77,241,30,15,14,15,15,11,13,3.1298701298701297
dragonborn,75,256,30,16,12,11,11,17,11,3.4133333333333336
dragonborn,74,239,30,15,18,15,14,9,13,3.22972972972973
dragonborn,77,241,30,12,19,11,17,16,12,3.1298701298701297
dragonborn,70,215,30,18,10,10,11,11,18,3.0714285714285716
dragonborn,76,235,30,20,9,17,15,12,11,3.0921052631578947
dragonborn,74,231,30,12,12,12,10,8,17,3.1216216216216215
dragonborn,73,217,30,16,17,9,15,14,17,2.9726027397260273
dragonborn,75,265,30,15,11,16,8,16,13,3.533333333333333
dragonborn,75,229,30,17,19,14,8,17,17,3.0533333333333332
dragonborn,78,283,30,15,16,15,17,12,12,3.628205128205128
dragonborn,78,211,30,11,13,12,12,14,19,2.7051282051282053
dragonborn,70,191,30,17,13,12,15,10,17,2.7285714285714286
dragonborn,71,190,30,18,17,16,17,14,14,2.676056338028169
dragonborn,71,225,30,16,14,13,16,17,13,3.1690140845070425
dragonborn,78,283,30,8,17,10,10,11,17,3.628205128205128
dragonborn,73,238,30,17,11,11,12,8,18,3.26027397260274
dragonborn,74,215,30,16,18,17,12,15,6,2.9054054054054053
dragonborn,74,247,30,18,11,17,11,12,16,3.3378378378378377
dragonborn,73,203,30,16,17,18,10,14,14,2.780821917808219
dragonborn,74,207,30,12,12,9,11,10,16,2.7972972972972974
dragonborn,74,199,30,15,6,14,6,11,12,2.689189189189189
dragonborn,75,220,30,14,16,12,13,15,17,2.933333333333333
dragonborn,72,205,30,12,11,11,13,17,12,2.8472222222222223
dragonborn,74,239,30,16,13,6,18,12,11,3.22972972972973
dragonborn,79,305,30,13,15,12,16,14,10,3.8607594936708862
dragonborn,69,208,30,16,14,13,14,9,12,3.0144927536231885
dragonborn,70,215,30,19,10,13,8,11,14,3.0714285714285716
dragonborn,70,191,30,11,13,11,13,11,13,2.7285714285714286
dragonborn,75,238,30,13,16,15,13,12,6,3.1733333333333333
dragonborn,74,231,30,20,15,16,13,14,12,3.1216216216216215
dragonborn,74,207,30,14,14,11,12,10,12,2.7972972972972974
dragonborn,75,256,30,8,19,9,15,14,10,3.4133333333333336
dragonborn,76,235,30,17,16,8,12,10,14,3.0921052631578947
dragonborn,76,245,30,18,13,14,7,14,13,3.223684210526316
dragonborn,80,245,30,15,14,14,11,11,10,3.0625
dragonborn,75,238,30,12,15,10,12,14,13,3.1733333333333333
dragonborn,82,239,30,14,14,14,15,13,10,2.9146341463414633
dragonborn,76,235,30,15,10,17,15,14,14,3.0921052631578947
dragonborn,75,256,30,19,13,9,12,8,15,3.4133333333333336
dragonborn,69,190,30,11,15,15,10,15,18,2.753623188405797
dragonborn,70,195,30,15,13,16,12,13,17,2.7857142857142856
dragonborn,81,235,30,12,15,18,15,11,13,2.9012345679012346
dragonborn,76,195,30,11,15,12,8,13,9,2.5657894736842106
dragonborn,74,199,30,17,13,14,14,15,16,2.689189189189189
dragonborn,76,245,30,14,15,10,12,13,14,3.223684210526316
dragonborn,76,215,30,14,18,16,8,12,13,2.8289473684210527
dragonborn,71,215,30,15,11,16,13,17,8,3.028169014084507
dragonborn,74,207,30,14,8,11,14,13,18,2.7972972972972974
dragonborn,72,211,30,13,11,11,15,14,14,2.9305555555555554
dragonborn,68,185,30,13,7,14,15,13,16,2.7205882352941178
dragonborn,75,265,30,17,17,17,13,17,10,3.533333333333333
dragonborn,74,231,30,15,13,12,14,16,13,3.1216216216216215
dragonborn,75,211,30,18,17,10,11,11,15,2.8133333333333335
dragonborn,69,184,30,7,16,6,15,13,11,2.6666666666666665
dragonborn,76,225,30,13,14,17,11,17,12,2.960526315789474
dragonborn,75,238,30,11,16,14,15,12,10,3.1733333333333333
dragonborn,77,263,30,13,14,16,8,10,8,3.4155844155844157
dragonborn,71,200,30,18,17,13,16,12,15,2.816901408450704
dragonborn,75,247,30,6,12,15,11,13,12,3.2933333333333334
dragonborn,75,193,30,18,12,14,10,13,12,2.5733333333333333
dragonborn,75,211,30,9,19,14,17,11,16,2.8133333333333335
dragonborn,72,223,30,9,11,15,14,13,13,3.0972222222222223
dragonborn,76,265,30,11,7,14,13,12,14,3.486842105263158
dragonborn,69,202,30,14,8,15,17,6,10,2.927536231884058
dragonborn,74,247,30,16,13,9,8,13,12,3.3378378378378377
dragonborn,73,245,30,18,11,13,10,11,19,3.356164383561644
dragonborn,72,229,30,15,18,12,12,15,11,3.1805555555555554
dragonborn,76,235,30,13,15,16,11,10,9,3.0921052631578947
dragonborn,76,215,30,15,19,10,7,6,11,2.8289473684210527
dragonborn,78,283,30,11,12,8,12,8,13,3.628205128205128
dragonborn,75,256,30,9,17,14,16,12,13,3.4133333333333336
dragonborn,74,239,30,15,16,14,14,10,18,3.22972972972973
dragonborn,73,217,30,19,18,13,12,14,13,2.9726027397260273
dragonborn,72,211,30,15,13,14,9,12,14,2.9305555555555554
dragonborn,71,235,30,13,11,12,8,12,11,3.3098591549295775
dragonborn,76,265,30,12,11,15,13,13,15,3.486842105263158
dragonborn,77,208,30,17,17,14,7,14,15,2.7012987012987013
dragonborn,70,207,30,16,15,14,14,14,16,2.9571428571428573
dragonborn,81,280,30,18,15,13,8,13,16,3.45679012345679
dragonborn,81,355,30,17,12,13,14,14,12,4.382716049382716
dragonborn,76,255,30,14,15,15,16,13,15,3.3552631578947367
dragonborn,74,215,30,18,11,11,13,10,11,2.9054054054054053
dragonborn,73,238,30,17,16,10,17,12,14,3.26027397260274
dragonborn,76,245,30,13,12,14,10,10,5,3.223684210526316
dragonborn,78,223,30,14,14,15,12,14,11,2.858974358974359
dragonborn,72,241,30,13,16,14,12,13,10,3.3472222222222223
dragonborn,68,191,30,14,18,12,15,14,13,2.8088235294117645
dragonborn,73,196,30,14,18,15,8,12,13,2.684931506849315
dragonborn,77,252,30,15,14,15,11,12,12,3.272727272727273
dragonborn,74,207,30,15,12,15,6,17,12,2.7972972972972974
dragonborn,75,274,30,16,17,15,15,14,9,3.6533333333333333
dragonborn,77,263,30,15,17,12,9,16,14,3.4155844155844157
dragonborn,73,189,30,18,15,13,13,13,8,2.589041095890411
dragonborn,77,241,30,18,12,11,16,12,8,3.1298701298701297
dragonborn,77,274,30,15,10,14,11,10,17,3.5584415584415585
dragonborn,81,295,30,18,11,12,12,8,17,3.6419753086419755
dragonborn,71,210,30,16,16,18,14,11,11,2.9577464788732395
dragonborn,79,240,30,12,11,12,13,13,15,3.037974683544304
dragonborn,76,255,30,12,9,13,12,12,14,3.3552631578947367
dragonborn,74,223,30,11,12,12,11,10,11,3.0135135135135136
dragonborn,78,307,30,17,14,12,12,14,19,3.9358974358974357
dragonborn,72,241,30,13,7,12,12,12,16,3.3472222222222223
dragonborn,76,255,30,16,14,14,17,15,13,3.3552631578947367
dragonborn,71,220,30,9,15,14,17,11,15,3.0985915492957745
dragonborn,77,307,30,17,13,11,14,12,14,3.987012987012987
dragonborn,79,266,30,15,18,12,18,8,15,3.367088607594937
dragonborn,82,335,30,17,15,12,11,11,15,4.085365853658536
dragonborn,82,287,30,16,16,13,14,14,9,3.5
dragonborn,68,189,30,11,16,11,10,17,13,2.7794117647058822
dragonborn,78,259,30,13,12,14,10,10,15,3.3205128205128207
dragonborn,74,255,30,18,15,5,16,18,13,3.445945945945946
dragonborn,77,263,30,16,13,14,10,10,17,3.4155844155844157
dragonborn,74,271,30,17,16,9,6,9,16,3.6621621621621623
dragonborn,75,229,30,17,17,12,14,16,14,3.0533333333333332
dragonborn,72,229,30,15,16,15,8,9,13,3.1805555555555554
dragonborn,82,335,30,17,9,14,16,13,17,4.085365853658536
dragonborn,72,193,30,13,11,14,10,10,14,2.6805555555555554
dragonborn,75,229,30,11,15,7,6,12,11,3.0533333333333332
dragonborn,68,179,30,12,12,9,14,12,6,2.6323529411764706
dragonborn,76,265,30,12,17,12,15,8,14,3.486842105263158
dragonborn,76,225,30,16,13,12,8,15,10,2.960526315789474
dragonborn,73,203,30,18,9,14,8,15,14,2.780821917808219
dragonborn,72,193,30,13,11,9,6,13,14,2.6805555555555554
dragonborn,78,283,30,11,5,16,7,10,12,3.628205128205128
dragonborn,80,273,30,14,11,10,13,14,12,3.4125
dragonborn,77,219,30,18,16,16,12,13,17,2.844155844155844
dragonborn,74,239,30,15,10,17,8,13,16,3.22972972972973
dragonborn,79,253,30,15,9,11,7,15,10,3.2025316455696204
dragonborn,79,318,30,12,13,15,13,14,10,4.025316455696203
dragonborn,76,285,30,11,13,11,9,14,16,3.75
dragonborn,75,229,30,16,16,10,14,8,15,3.0533333333333332
dragonborn,70,191,30,12,6,17,12,12,15,2.7285714285714286
dragonborn,75,274,30,19,12,12,15,12,13,3.6533333333333333
dragonborn,72,205,30,6,10,10,11,13,17,2.8472222222222223
dragonborn,69,187,30,12,12,12,12,10,12,2.710144927536232
dragonborn,77,274,30,9,16,17,7,11,11,3.5584415584415585
dragonborn,70,187,30,18,12,15,10,16,10,2.6714285714285713
dragonborn,74,271,30,16,15,13,11,9,17,3.6621621621621623
dragonborn,74,215,30,15,10,12,14,15,15,2.9054054054054053
dragonborn,68,193,30,15,11,11,14,14,14,2.838235294117647
dragonborn,80,217,30,14,8,12,17,16,12,2.7125
dragonborn,75,238,30,11,19,8,10,13,14,3.1733333333333333
dragonborn,81,265,30,16,17,16,10,7,15,3.271604938271605
dragonborn,78,247,30,16,14,12,11,7,13,3.1666666666666665
dragonborn,72,229,30,14,18,11,10,9,11,3.1805555555555554
dragonborn,78,295,30,12,15,14,14,16,12,3.782051282051282
dragonborn,69,196,30,15,16,13,10,13,16,2.8405797101449277
dragonborn,76,285,30,15,18,8,13,6,15,3.75
dragonborn,78,235,30,15,19,14,9,7,13,3.0128205128205128
dragonborn,78,259,30,12,17,7,8,13,12,3.3205128205128207
dragonborn,74,255,30,13,18,10,13,6,8,3.445945945945946
dragonborn,75,220,30,17,15,15,15,13,16,2.933333333333333
dragonborn,74,223,30,17,17,16,10,14,11,3.0135135135135136
dragonborn,77,252,30,14,17,9,15,8,9,3.272727272727273
dragonborn,78,235,30,10,15,16,15,9,18,3.0128205128205128
dragonborn,73,231,30,16,17,12,12,13,14,3.164383561643836
dragonborn,76,255,30,15,15,8,16,11,13,3.3552631578947367
dragonborn,75,229,30,10,18,16,12,12,13,3.0533333333333332
dragonborn,79,331,30,16,11,11,14,6,15,4.189873417721519
dragonborn,74,239,30,16,17,6,15,13,11,3.22972972972973
dragonborn,75,274,30,15,18,10,12,11,17,3.6533333333333333
dragonborn,73,224,30,18,14,13,14,16,13,3.0684931506849313
dragonborn,72,217,30,12,14,6,18,13,12,3.013888888888889
dragonborn,74,223,30,15,10,15,14,15,11,3.0135135135135136
dragonborn,82,287,30,16,15,13,13,11,14,3.5
dragonborn,75,211,30,10,12,13,14,13,16,2.8133333333333335
dragonborn,70,199,30,14,10,17,13,9,16,2.842857142857143
dragonborn,75,238,30,14,14,11,6,11,13,3.1733333333333333
dragonborn,80,273,30,13,11,11,14,18,10,3.4125
dragonborn,78,295,30,18,16,7,11,7,17,3.782051282051282
dragonborn,72,235,30,17,9,15,14,15,10,3.263888888888889
dragonborn,77,285,30,13,18,8,8,9,16,3.7012987012987013
dragonborn,78,271,30,14,13,12,14,10,6,3.4743589743589745
dragonborn,79,292,30,13,15,13,18,16,15,3.6962025316455698
dragonborn,68,197,30,18,12,10,10,10,15,2.8970588235294117
dragonborn,72,211,30,14,14,13,9,11,19,2.9305555555555554
dragonborn,73,238,30,19,10,10,11,14,10,3.26027397260274
dragonborn,76,245,30,14,11,14,15,13,13,3.223684210526316
dragonborn,74,207,30,17,18,14,8,14,12,2.7972972972972974
dragonborn,73,196,30,12,17,13,16,10,18,2.684931506849315
dragonborn,75,220,30,17,15,11,11,12,8,2.933333333333333
dragonborn,73,231,30,11,17,15,16,14,16,3.164383561643836
dragonborn,74,223,30,14,19,12,8,17,13,3.0135135135135136
dragonborn,69,193,30,11,14,15,14,14,8,2.7971014492753623
dragonborn,73,224,30,10,18,7,13,13,17,3.0684931506849313
dragonborn,78,283,30,9,10,10,11,4,11,3.628205128205128
dragonborn,78,211,30,16,17,15,11,11,13,2.7051282051282053
dragonborn,75,211,30,17,15,9,15,11,15,2.8133333333333335
dragonborn,77,252,30,14,18,10,15,12,14,3.272727272727273
dragonborn,79,227,30,16,15,7,12,10,16,2.8734177215189876
dragonborn,72,211,30,18,15,12,13,16,14,2.9305555555555554
dragonborn,79,331,30,15,13,14,10,12,13,4.189873417721519
dragonborn,79,227,30,13,12,10,13,7,15,2.8734177215189876
dragonborn,73,245,30,18,13,13,14,18,9,3.356164383561644
dragonborn,73,210,30,11,12,13,12,11,13,2.8767123287671232
dragonborn,77,296,30,18,15,14,4,12,9,3.844155844155844
dragonborn,73,203,30,12,13,13,9,17,12,2.780821917808219
dragonborn,75,211,30,12,18,10,15,12,5,2.8133333333333335
dragonborn,78,211,30,16,16,14,16,9,16,2.7051282051282053
dragonborn,68,181,30,14,17,13,14,5,9,2.661764705882353
dragonborn,78,235,30,11,15,13,14,12,17,3.0128205128205128
dragonborn,80,259,30,18,18,10,13,10,10,3.2375
dragonborn,73,259,30,9,14,10,14,11,8,3.547945205479452
dragonborn,73,238,30,13,18,13,11,13,11,3.26027397260274
dragonborn,71,190,30,19,11,12,10,7,14,2.676056338028169
dragonborn,76,225,30,15,16,11,11,13,14,2.960526315789474
dragonborn,77,252,30,9,17,7,13,11,14,3.272727272727273
dragonborn,75,238,30,16,13,15,16,16,14,3.1733333333333333
dragonborn,75,247,30,12,14,12,16,14,15,3.2933333333333334
dragonborn,74,215,30,14,14,15,10,13,8,2.9054054054054053
dragonborn,77,208,30,16,10,12,9,14,10,2.7012987012987013
dragonborn,78,247,30,8,11,16,16,16,13,3.1666666666666665
dragonborn,76,255,30,14,15,14,11,11,19,3.3552631578947367
dragonborn,70,211,30,12,13,15,13,12,15,3.0142857142857142
dragonborn,75,211,30,13,10,13,13,11,15,2.8133333333333335
dragonborn,73,210,30,17,14,11,14,13,16,2.8767123287671232
dragonborn,81,265,30,18,15,11,13,11,12,3.271604938271605
dragonborn,77,296,30,15,13,15,10,9,14,3.844155844155844
dragonborn,79,305,30,15,13,8,10,14,14,3.8607594936708862
dragonborn,72,241,30,14,11,13,6,15,8,3.3472222222222223
dragonborn,79,253,30,13,18,16,14,15,13,3.2025316455696204
dragonborn,72,205,30,19,16,17,15,11,14,2.8472222222222223
dragonborn,77,197,30,16,13,11,16,4,14,2.5584415584415585
dragonborn,69,205,30,9,14,12,14,8,12,2.971014492753623
dragonborn,77,274,30,15,16,7,14,12,16,3.5584415584415585
dragonborn,78,247,30,11,15,13,12,9,10,3.1666666666666665
dragonborn,75,202,30,16,15,13,12,8,11,2.6933333333333334
dragonborn,79,266,30,13,10,13,11,13,16,3.367088607594937
